product_no,product_name,store,product_store_id,sales,promotion,date
7,COCA COLA 2L,b,7b,54,0,15/10/14
7,COCA COLA 2L,e,7e,64,0,15/10/14
7,COCA COLA 2L,d,7d,102,0,15/10/14
8,WHISKAS TUNA      FLAVOUR 85G,e,8e,16,1,15/10/14
8,WHISKAS TUNA      FLAVOUR 85G,d,8d,23,1,15/10/14
8,WHISKAS TUNA      FLAVOUR 85G,c,8c,0,1,15/10/14
8,WHISKAS TUNA      FLAVOUR 85G,b,8b,16,1,15/10/14
8,WHISKAS TUNA      FLAVOUR 85G,a,8a,0,1,15/10/14
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,31,0,15/10/14
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,2,0,15/10/14
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,28,0,15/10/14
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,50,0,15/10/14
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,27,0,15/10/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,23,1,22/10/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,33,1,22/10/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,18,1,22/10/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,18,1,22/10/14
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,69,1,22/10/14
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,58,1,22/10/14
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,24,1,22/10/14
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,71,1,22/10/14
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,72,1,22/10/14
8,WHISKAS TUNA      FLAVOUR 85G,e,8e,13,1,22/10/14
8,WHISKAS TUNA      FLAVOUR 85G,b,8b,9,1,22/10/14
8,WHISKAS TUNA      FLAVOUR 85G,c,8c,7,1,22/10/14
8,WHISKAS TUNA      FLAVOUR 85G,d,8d,20,1,22/10/14
8,WHISKAS TUNA      FLAVOUR 85G,a,8a,2,1,22/10/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,19,1,22/10/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,32,1,22/10/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,10,1,22/10/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,33,1,22/10/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,25,1,22/10/14
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,53,0,22/10/14
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,9,0,22/10/14
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,58,0,22/10/14
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,17,0,22/10/14
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,44,0,22/10/14
7,COCA COLA 2L,b,7b,55,0,22/10/14
7,COCA COLA 2L,c,7c,17,0,22/10/14
3,KELLOGGS COCO POPS   650G,c,3c,4,0,22/10/14
3,KELLOGGS COCO POPS   650G,b,3b,17,0,22/10/14
3,KELLOGGS COCO POPS   650G,d,3d,24,0,22/10/14
3,KELLOGGS COCO POPS   650G,e,3e,20,0,22/10/14
3,KELLOGGS COCO POPS   650G,a,3a,34,0,22/10/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,22,0,22/10/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,22,0,22/10/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,22,0,22/10/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,5,0,22/10/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,5,0,22/10/14
5,FERRERO ROCHER      16PK 200G,c,5c,1,0,22/10/14
5,FERRERO ROCHER      16PK 200G,b,5b,6,0,22/10/14
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,18,1,22/10/14
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,6,1,22/10/14
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,25,1,22/10/14
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,39,1,22/10/14
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,50,1,22/10/14
5,FERRERO ROCHER      16PK 200G,a,5a,8,0,22/10/14
5,FERRERO ROCHER      16PK 200G,d,5d,24,0,22/10/14
5,FERRERO ROCHER      16PK 200G,e,5e,403,1,22/10/14
7,COCA COLA 2L,d,7d,55,0,22/10/14
7,COCA COLA 2L,e,7e,76,0,22/10/14
7,COCA COLA 2L,a,7a,82,0,22/10/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,18,1,29/10/14
7,COCA COLA 2L,c,7c,158,1,29/10/14
7,COCA COLA 2L,e,7e,519,1,29/10/14
7,COCA COLA 2L,b,7b,539,1,29/10/14
7,COCA COLA 2L,d,7d,531,1,29/10/14
7,COCA COLA 2L,a,7a,762,1,29/10/14
8,WHISKAS TUNA      FLAVOUR 85G,e,8e,2,0,29/10/14
8,WHISKAS TUNA      FLAVOUR 85G,b,8b,14,0,29/10/14
8,WHISKAS TUNA      FLAVOUR 85G,d,8d,8,0,29/10/14
8,WHISKAS TUNA      FLAVOUR 85G,c,8c,0,0,29/10/14
8,WHISKAS TUNA      FLAVOUR 85G,a,8a,2,0,29/10/14
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,30,1,29/10/14
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,187,1,29/10/14
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,260,1,29/10/14
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,297,1,29/10/14
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,285,1,29/10/14
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,20,1,29/10/14
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,50,1,29/10/14
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,49,1,29/10/14
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,56,1,29/10/14
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,52,1,29/10/14
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,5,0,29/10/14
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,33,0,29/10/14
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,34,0,29/10/14
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,23,0,29/10/14
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,37,0,29/10/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,32,1,29/10/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,24,1,29/10/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,24,1,29/10/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,13,1,29/10/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,32,1,29/10/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,14,1,29/10/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,19,1,29/10/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,23,1,29/10/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,130,1,29/10/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,658,1,29/10/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,572,1,29/10/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,340,1,29/10/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,664,1,29/10/14
5,FERRERO ROCHER      16PK 200G,e,5e,63,0,29/10/14
5,FERRERO ROCHER      16PK 200G,a,5a,28,0,29/10/14
5,FERRERO ROCHER      16PK 200G,c,5c,2,0,29/10/14
5,FERRERO ROCHER      16PK 200G,d,5d,15,0,29/10/14
5,FERRERO ROCHER      16PK 200G,b,5b,4,0,29/10/14
3,KELLOGGS COCO POPS   650G,c,3c,28,1,29/10/14
3,KELLOGGS COCO POPS   650G,b,3b,53,1,29/10/14
3,KELLOGGS COCO POPS   650G,e,3e,60,1,29/10/14
3,KELLOGGS COCO POPS   650G,d,3d,75,1,29/10/14
3,KELLOGGS COCO POPS   650G,a,3a,122,1,29/10/14
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,30,0,05/11/14
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,10,0,05/11/14
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,32,0,05/11/14
8,WHISKAS TUNA      FLAVOUR 85G,c,8c,1,0,05/11/14
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,10,0,05/11/14
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,3,0,05/11/14
7,COCA COLA 2L,e,7e,1048,1,05/11/14
7,COCA COLA 2L,b,7b,1332,1,05/11/14
7,COCA COLA 2L,c,7c,510,1,05/11/14
7,COCA COLA 2L,d,7d,1382,1,05/11/14
7,COCA COLA 2L,a,7a,1626,1,05/11/14
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,27,0,05/11/14
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,21,0,05/11/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,69,1,05/11/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,139,1,05/11/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,49,1,05/11/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,10,1,05/11/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,26,1,05/11/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,23,1,05/11/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,28,1,05/11/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,18,1,05/11/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,11,1,05/11/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,24,1,05/11/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,21,1,05/11/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,34,1,05/11/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,27,1,05/11/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,18,1,05/11/14
5,FERRERO ROCHER      16PK 200G,e,5e,9,0,05/11/14
5,FERRERO ROCHER      16PK 200G,b,5b,6,0,05/11/14
5,FERRERO ROCHER      16PK 200G,a,5a,18,0,05/11/14
8,WHISKAS TUNA      FLAVOUR 85G,d,8d,12,0,05/11/14
8,WHISKAS TUNA      FLAVOUR 85G,a,8a,5,0,05/11/14
8,WHISKAS TUNA      FLAVOUR 85G,b,8b,6,0,05/11/14
8,WHISKAS TUNA      FLAVOUR 85G,e,8e,10,0,05/11/14
5,FERRERO ROCHER      16PK 200G,c,5c,5,0,05/11/14
5,FERRERO ROCHER      16PK 200G,d,5d,29,0,05/11/14
3,KELLOGGS COCO POPS   650G,a,3a,33,0,05/11/14
3,KELLOGGS COCO POPS   650G,c,3c,2,0,05/11/14
3,KELLOGGS COCO POPS   650G,d,3d,15,0,05/11/14
3,KELLOGGS COCO POPS   650G,e,3e,18,0,05/11/14
3,KELLOGGS COCO POPS   650G,b,3b,8,0,05/11/14
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,6,0,05/11/14
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,23,0,05/11/14
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,17,0,05/11/14
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,45,0,05/11/14
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,6,0,05/11/14
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,32,0,05/11/14
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,47,0,05/11/14
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,65,0,05/11/14
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,32,1,12/11/14
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,11,1,12/11/14
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,37,1,12/11/14
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,47,1,12/11/14
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,40,1,12/11/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,31,1,12/11/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,24,1,12/11/14
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,15,0,12/11/14
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,21,0,12/11/14
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,26,0,12/11/14
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,34,0,12/11/14
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,38,0,12/11/14
3,KELLOGGS COCO POPS   650G,b,3b,13,0,12/11/14
7,COCA COLA 2L,c,7c,43,0,12/11/14
7,COCA COLA 2L,e,7e,84,0,12/11/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,24,1,12/11/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,11,1,12/11/14
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,4,0,12/11/14
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,51,0,12/11/14
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,59,0,12/11/14
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,68,0,12/11/14
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,38,0,12/11/14
3,KELLOGGS COCO POPS   650G,d,3d,25,0,12/11/14
3,KELLOGGS COCO POPS   650G,a,3a,31,0,12/11/14
3,KELLOGGS COCO POPS   650G,e,3e,14,0,12/11/14
3,KELLOGGS COCO POPS   650G,c,3c,3,0,12/11/14
7,COCA COLA 2L,d,7d,86,0,12/11/14
7,COCA COLA 2L,b,7b,70,0,12/11/14
7,COCA COLA 2L,a,7a,84,0,12/11/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,27,1,12/11/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,15,1,12/11/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,20,1,12/11/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,24,1,12/11/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,35,1,12/11/14
8,WHISKAS TUNA      FLAVOUR 85G,a,8a,3,0,12/11/14
8,WHISKAS TUNA      FLAVOUR 85G,c,8c,0,0,12/11/14
8,WHISKAS TUNA      FLAVOUR 85G,d,8d,5,0,12/11/14
8,WHISKAS TUNA      FLAVOUR 85G,b,8b,8,0,12/11/14
8,WHISKAS TUNA      FLAVOUR 85G,e,8e,4,0,12/11/14
5,FERRERO ROCHER      16PK 200G,d,5d,27,0,12/11/14
5,FERRERO ROCHER      16PK 200G,c,5c,33,0,12/11/14
5,FERRERO ROCHER      16PK 200G,e,5e,15,0,12/11/14
5,FERRERO ROCHER      16PK 200G,a,5a,17,0,12/11/14
5,FERRERO ROCHER      16PK 200G,b,5b,10,0,12/11/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,19,0,12/11/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,26,0,12/11/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,24,0,12/11/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,46,0,12/11/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,11,0,12/11/14
8,WHISKAS TUNA      FLAVOUR 85G,c,8c,0,0,19/11/14
8,WHISKAS TUNA      FLAVOUR 85G,a,8a,0,0,19/11/14
8,WHISKAS TUNA      FLAVOUR 85G,e,8e,10,0,19/11/14
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,175,1,19/11/14
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,64,1,19/11/14
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,45,1,19/11/14
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,265,1,19/11/14
5,FERRERO ROCHER      16PK 200G,b,5b,5,1,19/11/14
5,FERRERO ROCHER      16PK 200G,c,5c,27,1,19/11/14
5,FERRERO ROCHER      16PK 200G,d,5d,14,1,19/11/14
5,FERRERO ROCHER      16PK 200G,a,5a,13,1,19/11/14
5,FERRERO ROCHER      16PK 200G,e,5e,13,1,19/11/14
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,22,0,19/11/14
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,12,0,19/11/14
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,12,0,19/11/14
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,10,0,19/11/14
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,3,0,19/11/14
7,COCA COLA 2L,b,7b,70,0,19/11/14
7,COCA COLA 2L,e,7e,95,0,19/11/14
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,209,1,19/11/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,25,0,19/11/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,12,0,19/11/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,15,0,19/11/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,12,0,19/11/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,2,0,19/11/14
3,KELLOGGS COCO POPS   650G,b,3b,20,0,19/11/14
3,KELLOGGS COCO POPS   650G,e,3e,15,0,19/11/14
3,KELLOGGS COCO POPS   650G,d,3d,27,0,19/11/14
3,KELLOGGS COCO POPS   650G,c,3c,4,0,19/11/14
3,KELLOGGS COCO POPS   650G,a,3a,35,0,19/11/14
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,80,1,19/11/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,43,0,19/11/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,27,0,19/11/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,23,0,19/11/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,11,0,19/11/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,37,0,19/11/14
7,COCA COLA 2L,c,7c,27,0,19/11/14
7,COCA COLA 2L,a,7a,114,0,19/11/14
7,COCA COLA 2L,d,7d,58,0,19/11/14
8,WHISKAS TUNA      FLAVOUR 85G,d,8d,9,0,19/11/14
8,WHISKAS TUNA      FLAVOUR 85G,b,8b,14,0,19/11/14
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,43,1,19/11/14
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,53,1,19/11/14
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,23,1,19/11/14
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,73,1,19/11/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,5,0,19/11/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,5,0,19/11/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,7,0,19/11/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,15,0,19/11/14
7,COCA COLA 2L,e,7e,548,1,26/11/14
7,COCA COLA 2L,b,7b,311,1,26/11/14
7,COCA COLA 2L,c,7c,225,1,26/11/14
7,COCA COLA 2L,d,7d,396,1,26/11/14
7,COCA COLA 2L,a,7a,571,1,26/11/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,12,0,26/11/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,25,0,26/11/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,11,0,26/11/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,27,0,26/11/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,31,0,26/11/14
8,WHISKAS TUNA      FLAVOUR 85G,e,8e,14,1,26/11/14
8,WHISKAS TUNA      FLAVOUR 85G,c,8c,2,1,26/11/14
8,WHISKAS TUNA      FLAVOUR 85G,b,8b,10,1,26/11/14
8,WHISKAS TUNA      FLAVOUR 85G,d,8d,12,1,26/11/14
8,WHISKAS TUNA      FLAVOUR 85G,a,8a,3,1,26/11/14
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,20,0,26/11/14
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,28,0,26/11/14
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,50,0,26/11/14
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,50,0,26/11/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,4,0,26/11/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,6,0,26/11/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,14,0,26/11/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,7,0,26/11/14
3,KELLOGGS COCO POPS   650G,e,3e,60,1,26/11/14
3,KELLOGGS COCO POPS   650G,b,3b,64,1,26/11/14
3,KELLOGGS COCO POPS   650G,c,3c,16,1,26/11/14
3,KELLOGGS COCO POPS   650G,d,3d,54,1,26/11/14
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,67,1,26/11/14
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,72,1,26/11/14
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,31,1,26/11/14
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,90,1,26/11/14
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,88,1,26/11/14
5,FERRERO ROCHER      16PK 200G,e,5e,19,1,26/11/14
5,FERRERO ROCHER      16PK 200G,b,5b,23,1,26/11/14
5,FERRERO ROCHER      16PK 200G,d,5d,36,1,26/11/14
5,FERRERO ROCHER      16PK 200G,a,5a,25,1,26/11/14
3,KELLOGGS COCO POPS   650G,a,3a,111,1,26/11/14
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,32,0,26/11/14
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,26,0,26/11/14
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,9,0,26/11/14
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,20,0,26/11/14
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,22,0,26/11/14
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,4,0,26/11/14
5,FERRERO ROCHER      16PK 200G,c,5c,48,1,26/11/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,36,1,26/11/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,26,1,26/11/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,11,1,26/11/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,37,1,26/11/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,51,1,26/11/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,78,1,03/12/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,42,1,03/12/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,60,1,03/12/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,36,1,03/12/14
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,49,1,03/12/14
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,14,1,03/12/14
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,60,1,03/12/14
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,55,1,03/12/14
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,55,1,03/12/14
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,8,0,03/12/14
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,4,0,03/12/14
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,25,0,03/12/14
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,12,0,03/12/14
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,12,0,03/12/14
3,KELLOGGS COCO POPS   650G,b,3b,17,0,03/12/14
3,KELLOGGS COCO POPS   650G,c,3c,3,0,03/12/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,34,0,03/12/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,18,0,03/12/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,31,0,03/12/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,17,0,03/12/14
5,FERRERO ROCHER      16PK 200G,b,5b,31,0,03/12/14
5,FERRERO ROCHER      16PK 200G,d,5d,112,0,03/12/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,9,0,03/12/14
7,COCA COLA 2L,c,7c,155,1,03/12/14
7,COCA COLA 2L,d,7d,369,1,03/12/14
7,COCA COLA 2L,b,7b,328,1,03/12/14
7,COCA COLA 2L,e,7e,433,1,03/12/14
7,COCA COLA 2L,a,7a,585,1,03/12/14
5,FERRERO ROCHER      16PK 200G,c,5c,19,0,03/12/14
5,FERRERO ROCHER      16PK 200G,a,5a,40,0,03/12/14
5,FERRERO ROCHER      16PK 200G,e,5e,37,0,03/12/14
8,WHISKAS TUNA      FLAVOUR 85G,d,8d,14,1,03/12/14
8,WHISKAS TUNA      FLAVOUR 85G,b,8b,7,1,03/12/14
8,WHISKAS TUNA      FLAVOUR 85G,e,8e,13,1,03/12/14
8,WHISKAS TUNA      FLAVOUR 85G,c,8c,0,1,03/12/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,14,0,03/12/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,31,0,03/12/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,19,0,03/12/14
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,38,0,03/12/14
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,4,0,03/12/14
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,43,0,03/12/14
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,17,0,03/12/14
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,67,0,03/12/14
8,WHISKAS TUNA      FLAVOUR 85G,a,8a,0,1,03/12/14
3,KELLOGGS COCO POPS   650G,d,3d,18,0,03/12/14
3,KELLOGGS COCO POPS   650G,a,3a,20,0,03/12/14
3,KELLOGGS COCO POPS   650G,e,3e,15,0,03/12/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,19,0,03/12/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,2,0,03/12/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,123,1,10/12/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,157,1,10/12/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,70,1,10/12/14
7,COCA COLA 2L,a,7a,238,1,10/12/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,18,1,10/12/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,29,1,10/12/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,35,1,10/12/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,19,1,10/12/14
